ISBN13,Title,VendorKey,CartonQty,CatalogKey,CategoryKey,InterestLevel,TCLevel
9780061259234,GREAT MIGRATION JOURNEY TO THE NORTH,HARJV,50,WEB,BLI,P-3,
9780061259234,GREAT MIGRATION JOURNEY TO THE NORTH,HARJV,50,WEB,HIS,P-3,
9780061259234,GREAT MIGRATION JOURNEY TO THE NORTH,HARJV,50,WEB,PIC,P-3,
9780061259234,GREAT MIGRATION JOURNEY TO THE NORTH,HARJV,50,WEB,POE,P-3,
9780062349200,NOT SO PURE AND SIMPLE,HARJV,48,WEB,1ST,8-12,
9780062349200,NOT SO PURE AND SIMPLE,HARJV,48,WEB,AAA,8-12,
9780062349200,NOT SO PURE AND SIMPLE,HARJV,48,WEB,AAP,8-12,
9780062349200,NOT SO PURE AND SIMPLE,HARJV,48,WEB,DIV,8-12,
9780062349200,NOT SO PURE AND SIMPLE,HARJV,48,WEB,JVC,8-12,
9780062349200,NOT SO PURE AND SIMPLE,HARJV,48,WEB,RLF,8-12,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,ADV,3-7,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,AIA,3-7,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,FAN,3-7,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,FLK,3-7,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,FRD,3-7,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,JVC,3-7,
9780062747280,LALANI OF THE DISTANT SEA,HARJV,40,WEB,MPF,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,1ST,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,AIA,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,BTS,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,CED,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,FAL,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,FRD,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,JVC,3-7,
9780062866424,BEST AT IT,HARJV,64,P12,PRJ,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,1ST,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,AIA,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,BTS,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,CED,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,FAL,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,FRD,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,JVC,3-7,
9780062866424,BEST AT IT,HARJV,64,WEB,PRJ,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,AAA,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,AAP,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,BTS,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,FRD,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,GNV,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,HUM,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,PRJ,3-7,
9780062885500,CLASS ACT,HARJV,26,WEB,SOS,3-7,
9780062943200,THOUSAND QUESTIONS,HARPE,40,WEB,1ST,3-7,
9780062943200,THOUSAND QUESTIONS,HARPE,40,WEB,FAL,3-7,
9780062943200,THOUSAND QUESTIONS,HARPE,40,WEB,FRD,3-7,
9780062943200,THOUSAND QUESTIONS,HARPE,40,WEB,JVC,3-7,
9780062943200,THOUSAND QUESTIONS,HARPE,40,WEB,RLF,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,AAA,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,BIO,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,BLI,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,HIS,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,NAR,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,PRJ,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,SCS,3-7,
9780316498166,BECOMING MUHAMMAD ALI,LBKID,20,WEB,SPO,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,AAA,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,AAI,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,AAP,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,ADV,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,ICH,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,JVC,3-7,
9780358129417,LAST MIRROR ON THE LEFT,HOUGH,24,WEB,SFF,3-7,
9780358380238,LORD OF THE RINGS 01 FELLOWSHIP OF THE RING,HOUGH,24,WEB,FAN,8-12,
9780358380238,LORD OF THE RINGS 01 FELLOWSHIP OF THE RING,HOUGH,24,WEB,INA,8-12,
9780358380238,LORD OF THE RINGS 01 FELLOWSHIP OF THE RING,HOUGH,24,WEB,JVC,8-12,
9780525556206,EVERY BODY LOOKING EVERYBODY,PENJV,12,WEB,1ST,8-12,
9780525556206,EVERY BODY LOOKING EVERYBODY,PENJV,12,WEB,AAA,8-12,
9780525556206,EVERY BODY LOOKING EVERYBODY,PENJV,12,WEB,AAP,8-12,
9780525556206,EVERY BODY LOOKING EVERYBODY,PENJV,12,WEB,FAL,8-12,
9780525556206,EVERY BODY LOOKING EVERYBODY,PENJV,12,WEB,RLF,8-12,
9780525556206,EVERY BODY LOOKING EVERYBODY,PENJV,12,WEB,SOS,8-12,
9780884485940,IF PICASSO PAINTED A SNOWMAN,TILBU,12,WEB,GRO,1-4,
9780884485940,IF PICASSO PAINTED A SNOWMAN,TILBU,12,WEB,HIP,1-4,
9780884485940,IF PICASSO PAINTED A SNOWMAN,TILBU,12,WEB,PIC,1-4,
9781250250469,CEMETERY BOYS,STMAR,20,WEB,FAN,9-12,
9781250250469,CEMETERY BOYS,STMAR,20,WEB,JVC,9-12,
9781250250469,CEMETERY BOYS,STMAR,20,WEB,LTP,9-12,
9781250774064,LUNAR CHRONICLES STARS ABOVE,FARRA,20,WEB,FAN,7-12,
9781250774064,LUNAR CHRONICLES STARS ABOVE,FARRA,20,WEB,GIR,7-12,
9781250774064,LUNAR CHRONICLES STARS ABOVE,FARRA,20,WEB,SFF,7-12,
9781335146496,COME ON IN,HARLE,10,WEB,DCA,7-12,
9781335146496,COME ON IN,HARLE,10,WEB,DIV,7-12,
9781335146496,COME ON IN,HARLE,10,WEB,SOS,7-12,
9781338236132,TWINS 01,SCHOL,24,WEB,AAA,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,AAI,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,CTG,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,DCA,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,FAL,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,GNV,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,GRU,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,RLF,3-7,
9781338236132,TWINS 01,SCHOL,24,WEB,SIB,3-7,
9781338617665,FLYING OVER WATER,SCHOL,20,WEB,1ST,3-7,
9781338617665,FLYING OVER WATER,SCHOL,20,WEB,CTG,3-7,
9781338617665,FLYING OVER WATER,SCHOL,20,WEB,FRD,3-7,
9781338617665,FLYING OVER WATER,SCHOL,20,WEB,JVC,3-7,
9781338617665,FLYING OVER WATER,SCHOL,20,WEB,PRJ,3-7,
9781338617665,FLYING OVER WATER,SCHOL,20,WEB,RLF,3-7,
9781368006293,CHARLIE AND FROG 02 BONEY HAND,LBKID,20,WEB,FRD,3-7,
9781368006293,CHARLIE AND FROG 02 BONEY HAND,LBKID,20,WEB,JVC,3-7,
9781368006293,CHARLIE AND FROG 02 BONEY HAND,LBKID,20,WEB,MYS,3-7,
9781368006293,CHARLIE AND FROG 02 BONEY HAND,LBKID,20,WEB,RLF,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,1ST,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,AAA,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,AAP,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,ADV,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,BLI,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,FAN,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,FLK,3-7,
9781368042383,TRISTAN STRONG 02 DESTROYS THE WORLD,LBKID,20,WEB,JVC,3-7,
9781368049177,PAOLA SANTIAGO AND THE RIVER OF TEARS,LBKID,20,WEB,ADV,3-7,
9781368049177,PAOLA SANTIAGO AND THE RIVER OF TEARS,LBKID,20,WEB,FAN,3-7,
9781368049177,PAOLA SANTIAGO AND THE RIVER OF TEARS,LBKID,20,WEB,FLK,3-7,
9781368049177,PAOLA SANTIAGO AND THE RIVER OF TEARS,LBKID,20,WEB,JVC,3-7,
9781368049177,PAOLA SANTIAGO AND THE RIVER OF TEARS,LBKID,20,WEB,LTP,3-7,
9781368052122,ELEANOR QUIET NO MORE,LBKID,60,WEB,BIO,K-4,
9781368052122,ELEANOR QUIET NO MORE,LBKID,60,WEB,HIP,K-4,
9781368052122,ELEANOR QUIET NO MORE,LBKID,60,WEB,NAR,K-4,
9781368052122,ELEANOR QUIET NO MORE,LBKID,60,WEB,PIC,K-4,
9781368052122,ELEANOR QUIET NO MORE,LBKID,60,WEB,USS,K-4,
9781419743504,QUESTIONEERS 04 SOFIA VALDEZ AND THE VANISHING VOTE,ABRAM,44,WEB,DCA,2-5,
9781419743504,QUESTIONEERS 04 SOFIA VALDEZ AND THE VANISHING VOTE,ABRAM,44,WEB,ICH,2-5,
9781419743504,QUESTIONEERS 04 SOFIA VALDEZ AND THE VANISHING VOTE,ABRAM,44,WEB,JVC,2-5,
9781419743504,QUESTIONEERS 04 SOFIA VALDEZ AND THE VANISHING VOTE,ABRAM,44,WEB,LTP,2-5,
9781419743504,QUESTIONEERS 04 SOFIA VALDEZ AND THE VANISHING VOTE,ABRAM,44,WEB,RLF,2-5,
9781419748684,DIARY OF A WIMPY KID 15 DEEP END,ABRAM,32,WEB,1ST,3-7,
9781419748684,DIARY OF A WIMPY KID 15 DEEP END,ABRAM,32,WEB,HUM,3-7,
9781419748684,DIARY OF A WIMPY KID 15 DEEP END,ABRAM,32,WEB,ICH,3-7,
9781419748684,DIARY OF A WIMPY KID 15 DEEP END,ABRAM,32,WEB,JVC,3-7,
9781442458932,MIMI MIMIS WORLD 02 MIMI'S TREASURE TROUBLE,SSKID,64,WEB,DCA,1-4,
9781442458932,MIMI MIMIS WORLD 02 MIMI'S TREASURE TROUBLE,SSKID,64,WEB,FRD,1-4,
9781442458932,MIMI MIMIS WORLD 02 MIMI'S TREASURE TROUBLE,SSKID,64,WEB,HUM,1-4,
9781442458932,MIMI MIMIS WORLD 02 MIMI'S TREASURE TROUBLE,SSKID,64,WEB,ICH,1-4,
9781442458932,MIMI MIMIS WORLD 02 MIMI'S TREASURE TROUBLE,SSKID,64,WEB,JVC,1-4,
9781442458932,MIMI MIMIS WORLD 02 MIMI'S TREASURE TROUBLE,SSKID,64,WEB,RLF,1-4,
9781481438292,LOOK BOTH WAYS A TALE TOLD IN 10 TEN BLOCKS,SSKID,68,WEB,AAA,5-9,
9781481438292,LOOK BOTH WAYS A TALE TOLD IN 10 TEN BLOCKS,SSKID,68,WEB,CNE,5-9,
9781481438292,LOOK BOTH WAYS A TALE TOLD IN 10 TEN BLOCKS,SSKID,68,WEB,FAL,5-9,
9781481438292,LOOK BOTH WAYS A TALE TOLD IN 10 TEN BLOCKS,SSKID,68,WEB,FRD,5-9,
9781481438292,LOOK BOTH WAYS A TALE TOLD IN 10 TEN BLOCKS,SSKID,68,WEB,JVC,5-9,
9781481438292,LOOK BOTH WAYS A TALE TOLD IN 10 TEN BLOCKS,SSKID,68,WEB,RLF,5-9,
9781481481809,CLASS,SSKID,48,WEB,BTS,4-8,
9781481481809,CLASS,SSKID,48,WEB,DCA,4-8,
9781481481809,CLASS,SSKID,48,WEB,FRD,4-8,
9781481481809,CLASS,SSKID,48,WEB,JVC,4-8,
9781481481809,CLASS,SSKID,48,WEB,RLF,4-8,
9781499811377,FORTY THIEVES MARJANA'S TALE,LITTL,,WEB,1ST,4-9,
9781499811377,FORTY THIEVES MARJANA'S TALE,LITTL,,WEB,FAN,4-9,
9781499811377,FORTY THIEVES MARJANA'S TALE,LITTL,,WEB,JVC,4-9,
9781499811377,FORTY THIEVES MARJANA'S TALE,LITTL,,WEB,SIB,4-9,
9781534428157,WHAT THE DOG KNOWS SCENT SCIENCE AND THE AMAZING WAYS DOG PERCEIVE THE WORLD YOUNG READERS EDITION,SSKID,44,WEB,ANI,3-7,
9781534428157,WHAT THE DOG KNOWS SCENT SCIENCE AND THE AMAZING WAYS DOG PERCEIVE THE WORLD YOUNG READERS EDITION,SSKID,44,WEB,NAR,3-7,
9781534428157,WHAT THE DOG KNOWS SCENT SCIENCE AND THE AMAZING WAYS DOG PERCEIVE THE WORLD YOUNG READERS EDITION,SSKID,44,WEB,PET,3-7,
9781534428157,WHAT THE DOG KNOWS SCENT SCIENCE AND THE AMAZING WAYS DOG PERCEIVE THE WORLD YOUNG READERS EDITION,SSKID,44,WEB,SCI,3-7,
9781534430693,STORY THAT CANNOT BE TOLD,SSKID,40,WEB,1ST,3-7,
9781534430693,STORY THAT CANNOT BE TOLD,SSKID,40,WEB,FAL,3-7,
9781534430693,STORY THAT CANNOT BE TOLD,SSKID,40,WEB,HIF,3-7,
9781534430693,STORY THAT CANNOT BE TOLD,SSKID,40,WEB,INC,3-7,
9781534430693,STORY THAT CANNOT BE TOLD,SSKID,40,WEB,JVC,3-7,
9781534439566,MEMORY KEEPER,SSKID,44,WEB,1ST,3-7,
9781534439566,MEMORY KEEPER,SSKID,44,WEB,FAL,3-7,
9781534439566,MEMORY KEEPER,SSKID,44,WEB,JVC,3-7,
9781534439566,MEMORY KEEPER,SSKID,44,WEB,RLF,3-7,
9781534451964,MAKE TROUBLE STANDING UP SPEAKING OUT AND FINDING THE COURAGE TO LEAD YOUNG READER'S EDITION,SSKID,64,WEB,CPN,5-12,
9781534451964,MAKE TROUBLE STANDING UP SPEAKING OUT AND FINDING THE COURAGE TO LEAD YOUNG READER'S EDITION,SSKID,64,WEB,SOS,5-12,
9781534451964,MAKE TROUBLE STANDING UP SPEAKING OUT AND FINDING THE COURAGE TO LEAD YOUNG READER'S EDITION,SSKID,64,WEB,TOC,5-12,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,CNE,K-3,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,DCA,K-3,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,FRD,K-3,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,LTP,K-3,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,PIC,K-3,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,RLF,K-3,
9781536207040,EVELYN DEL REY IS MOVING AWAY,CANDL,32,WEB,SEL,K-3,
9781536207507,TROWBRIDGE ROAD,CANDL,27,WEB,FAL,5-9,
9781536207507,TROWBRIDGE ROAD,CANDL,27,WEB,FRD,5-9,
9781536207507,TROWBRIDGE ROAD,CANDL,27,WEB,HIF,5-9,
9781536207507,TROWBRIDGE ROAD,CANDL,27,WEB,JVC,5-9,
9781536207507,TROWBRIDGE ROAD,CANDL,27,WEB,SEL,5-9,
9781536207507,TROWBRIDGE ROAD,CANDL,27,WEB,SOS,5-9,
9781536212389,JULIAN AT THE WEDDING,CANDL,36,WEB,FAL,P-3,
9781536212389,JULIAN AT THE WEDDING,CANDL,36,WEB,LTP,P-3,
9781536212389,JULIAN AT THE WEDDING,CANDL,36,WEB,PIC,P-3,
9781536212389,JULIAN AT THE WEDDING,CANDL,36,WEB,RLF,P-3,
9781536215939,DAY WAR CAME,CANDL,76,WEB,1ST,1-4,
9781536215939,DAY WAR CAME,CANDL,76,WEB,GRP,1-4,
9781536215939,DAY WAR CAME,CANDL,76,WEB,PIC,1-4,
9781536215939,DAY WAR CAME,CANDL,76,WEB,RLF,1-4,
9781536215939,DAY WAR CAME,CANDL,76,WEB,SEL,1-4,
9781541597792,UNDECIDED NAVIGATING LIFE AND LEARNING AFTER HIGH SCHOOL 2ND SECOND EDITION`,ZESTB,,WEB,BIB,9-12,
9781541597792,UNDECIDED NAVIGATING LIFE AND LEARNING AFTER HIGH SCHOOL 2ND SECOND EDITION`,ZESTB,,WEB,IDX,9-12,
9781541597792,UNDECIDED NAVIGATING LIFE AND LEARNING AFTER HIGH SCHOOL 2ND SECOND EDITION`,ZESTB,,WEB,SID,9-12,
9781541597792,UNDECIDED NAVIGATING LIFE AND LEARNING AFTER HIGH SCHOOL 2ND SECOND EDITION`,ZESTB,,WEB,TOC,9-12,
9781547603145,CATERPILLAR SUMMER,STMAR,40,WEB,AAP,4-7,
9781547603145,CATERPILLAR SUMMER,STMAR,40,WEB,FAL,4-7,
9781547603145,CATERPILLAR SUMMER,STMAR,40,WEB,JVC,4-7,
9781547603145,CATERPILLAR SUMMER,STMAR,40,WEB,RLF,4-7,
9781547603145,CATERPILLAR SUMMER,STMAR,40,WEB,SIB,4-7,
9781646140138,APPLE SKIN TO THE CORE,CHRBK,18,WEB,BIO,7-12,
9781646140138,APPLE SKIN TO THE CORE,CHRBK,18,WEB,FAL,7-12,
9781646140138,APPLE SKIN TO THE CORE,CHRBK,18,WEB,HIS,7-12,
9781646140138,APPLE SKIN TO THE CORE,CHRBK,18,WEB,NAR,7-12,
9781646140138,APPLE SKIN TO THE CORE,CHRBK,18,WEB,POE,7-12,
9781646140138,APPLE SKIN TO THE CORE,CHRBK,18,WEB,PRJ,7-12,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,1ST,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,AIA,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,DCA,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,FAL,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,FRD,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,GRQ,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,JVC,2-5,
9781682632055,NINA SONI 01 NINA SONI FORMER BEST FRIEND,PEACH,,WEB,RLF,2-5,
9781771474269,MOTO AND ME MY YEAR AS A WILDCAT'S FOSTER MOM,PUBGR,,WEB,ANI,1-5,
9781771474269,MOTO AND ME MY YEAR AS A WILDCAT'S FOSTER MOM,PUBGR,,WEB,CPN,1-5,
9781771474269,MOTO AND ME MY YEAR AS A WILDCAT'S FOSTER MOM,PUBGR,,WEB,LFE,1-5,
9781771474269,MOTO AND ME MY YEAR AS A WILDCAT'S FOSTER MOM,PUBGR,,WEB,PIC,1-5,
9781771474269,MOTO AND ME MY YEAR AS A WILDCAT'S FOSTER MOM,PUBGR,,WEB,SCI,1-5,
9781771474269,MOTO AND ME MY YEAR AS A WILDCAT'S FOSTER MOM,PUBGR,,WEB,TOC,1-5,

